OBJECTID,COD_DEP,DPTO,COD_MUN,MPIO,HaNatura,HaAgro,HanoAgro,HaOtro,PrPropia,PrArrien,PrAparce,PrUsufru,PrComoda,PrOcupac,PrColect,PrAdjudi,PrOtros,PrMixta,UPA,UPNA,Shape_Length_1,Shape_Area_1,ShapeSTArea,ShapeSTLength
299,63,Quindío,63401,La Tebaida,164.1,10641.6,1578.9,105,69,26,0,0,0,0,1,0,3,6,10910.7,1578.9,0.6256613,0.00737849,91704295.8329418,67299.2383593318
300,63,Quindío,63470,Montenegro,840.5,11510.6,1060.6,1893.2,328,33,2,0,1,0,1,1,4,9,14244.4,1060.6,0.79907543,0.01218754,151500697.800306,85859.0047038519
301,63,Quindío,63548,Pijao,15089.7,8431,128.3,798,102,8,2,0,1,0,1,0,2,1,24318.7,128.3,0.74770662,0.02028598,252095891.008434,82413.922724151
302,63,Quindío,63594,Quimbaya,614,12056.9,245.6,399.6,280,22,0,0,0,0,1,1,4,40,13070.4,245.6,0.70022449,0.01081309,134433652.359628,75289.6910861729
303,63,Quindío,63690,Salento,12951.6,15957.6,4157.1,1515.3,225,33,0,1,1,0,5,0,2,3,30424.5,4157.1,1.0240557,0.02825744,353689485.091435,116529.631395693
304,54,Norte de Santander,54001,Cúcuta,19474,75503.1,9555.7,977.4,1746,412,21,4,2,150,18,21,74,85,95954.5,9555.7,2.81253278,0.09308651,1165218008.05434,310649.120462637
305,54,Norte de Santander,54003,Abrego,28568.4,91314,10905.7,5785.2,1159,476,284,23,70,6,31,4,11,0,125667.6,10905.7,2.3018122,0.11268985,1410244367.02428,253509.961494075
306,54,Norte de Santander,54051,Arboledas,8410.4,25131.2,10856.9,679.5,1078,96,23,88,15,6,11,3,78,48,34221.1,10856.9,1.1407552,0.03747935,468584541.783405,126556.372737089
307,54,Norte de Santander,54099,Bochalema,8388.4,8415.1,555.6,307.4,401,29,4,1,16,5,9,2,21,20,17110.9,555.6,0.7708277,0.0143639,179592892.706024,85222.5242956539
308,54,Norte de Santander,54109,Bucarasica,7546.7,14079.2,5415.7,130.9,579,95,151,8,1,5,55,3,16,42,21756.8,5415.7,0.8089783,0.022165,277430933.259109,88803.1927998052
309,54,Norte de Santander,54125,Cácota,5745.5,6009.3,599.8,217.2,777,122,7,1,0,1,27,5,53,15,11972,599.8,0.56301672,0.01137525,142107158.331359,62093.7281975904
310,54,Norte de Santander,54128,Cachirá,15372.8,33948.5,9822.6,304.5,1001,60,78,3,6,0,69,2,28,101,49625.8,9822.6,1.66489095,0.05055617,632169387.551612,183373.561845489
311,54,Norte de Santander,54172,Chinácota,7927.2,7168.7,928.1,106,1052,86,0,1,0,0,27,1,23,31,15201.9,928.1,0.73049348,0.01384433,173080879.050625,81339.7491408078
312,54,Norte de Santander,54174,Chitagá,89299.3,15207.8,2040.2,1147.4,1443,215,34,15,15,4,44,8,118,52,105654.5,2040.2,1.92622194,0.09679939,1208681018.03244,212303.060634011
313,54,Norte de Santander,54206,Convención,86162.6,7719.9,45.7,551.1,217,28,8,0,0,3,73,0,0,0,94433.6,45.7,2.89551848,0.07676009,962719935.573516,320120.838624859
314,54,Norte de Santander,54223,Cucutilla,19611.6,16765.7,648.7,184.1,1937,202,49,7,12,4,287,61,49,57,36561.3,648.7,0.88810358,0.03036254,379498806.609394,97934.7024969254
315,54,Norte de Santander,54239,Durania,5661.2,10839.1,703.5,321.6,328,55,6,2,2,13,21,4,213,34,16821.8,703.5,0.6107961,0.01429138,178730984.04833,67713.4588720176
316,54,Norte de Santander,54245,El Carmen,148567.8,17949.6,545.2,2856.6,330,133,11,1,0,1,117,0,17,60,169373.9,545.2,3.32884259,0.14045235,1761594063.58668,367687.986508957
317,54,Norte de Santander,54250,El Tarra,90.6,169.2,8.1,0,5,1,0,0,0,0,2,0,0,0,259.8,8.1,1.42144733,0.05805852,727811158.137442,157804.221864963
318,54,Norte de Santander,54261,El Zulia,5700.5,42395.2,719.9,354.4,1284,126,17,2,3,7,5,18,31,26,48450.1,719.9,1.41472382,0.042231,528586004.203707,156637.147819992
319,54,Norte de Santander,54313,Gramalote,2220.7,11374.1,936.6,384,435,28,0,0,0,1,0,0,52,67,13978.7,936.6,0.67294,0.01220757,152733454.962326,74105.7045103859
320,54,Norte de Santander,54344,Hacarí,5632.6,14626.3,283.2,38.6,1003,67,6,1,0,1,1,0,10,0,20297.5,283.2,0.99539642,0.03437457,430551231.941317,109670.890459988
321,54,Norte de Santander,54347,Herrán,6140.2,4312.9,47.3,339.7,817,68,0,1,1,0,32,0,115,35,10792.7,47.3,0.60467173,0.00879967,109983431.338225,66807.0957108288
322,54,Norte de Santander,54377,Labateca,9067.6,15676.8,102.2,588.7,617,96,2,0,0,0,1,0,2,222,25333.1,102.2,0.84171223,0.02093562,261534766.9841,92975.0293018996
323,54,Norte de Santander,54385,La Esperanza,8182.7,53372.6,418.7,895.1,564,16,1,1,0,2,2,0,0,13,62450.3,418.7,1.85461959,0.05365431,670926293.961689,204207.821075011
324,54,Norte de Santander,54398,La Playa,6693.7,13806.2,2546.6,1061.4,498,102,87,68,4,0,1,1,4,20,21561.3,2546.6,1.15068133,0.02008569,251521870.845216,126941.215690323
325,54,Norte de Santander,54405,Los Patios,4862.9,3734,2645,189,334,29,1,1,1,0,1,0,9,17,8785.9,2645,0.64519346,0.0102352,128005412.76988,71245.8653509387
326,54,Norte de Santander,54418,Lourdes,2955,5579.8,9.3,192.2,424,61,5,4,0,0,6,1,39,26,8727,9.3,0.47496185,0.00709749,88802925.6227466,52181.9020894913
327,54,Norte de Santander,54480,Mutiscua,6471.7,7975.4,359.3,1125.5,770,156,66,17,1,1,6,0,16,54,15572.7,359.3,0.55348415,0.01300132,162446081.252057,61061.263661778
328,54,Norte de Santander,54498,Ocaña,10921.2,33525.7,5657.7,1351.4,1107,125,5,1,1,2,7,0,12,2,45798.3,5657.7,2.19254614,0.05098301,638324926.760066,242194.564833055
329,54,Norte de Santander,54518,Pamplona,15133.4,8657.2,6333.9,701.3,779,204,8,1,4,2,26,4,34,39,24491.9,6333.9,1.05143695,0.02441815,305104428.062704,115978.242492841
330,54,Norte de Santander,54520,Pamplonita,2611.1,11552.2,1500.8,798.7,586,73,3,3,0,0,4,1,12,41,14962,1500.8,0.70208898,0.01394911,174340967.599446,77440.3100169559
331,54,Norte de Santander,54553,Puerto Santander,126.8,3849.6,18.4,1.4,117,15,0,0,0,11,0,0,0,0,3977.9,18.4,0.49711132,0.00372306,46613653.4027942,55370.5409086291
332,54,Norte de Santander,54599,Ragonvalia,4660.9,4536.4,39.4,260.4,823,83,6,0,0,0,1,0,21,24,9457.7,39.4,0.44360593,0.00780971,97633681.860921,48906.9463370149
333,54,Norte de Santander,54660,Salazar,16385.9,26437.5,5849.9,453.8,873,26,9,150,1,11,29,4,67,68,43277.2,5849.9,1.13075419,0.04045676,505986055.264981,124930.142227784
334,54,Norte de Santander,54670,San Calixto,21,39.8,0,0.3,4,0,0,0,0,0,0,0,0,0,61.1,0,1.40954112,0.03244146,406421088.591649,155964.801950915
335,54,Norte de Santander,54673,San Cayetano,2461.6,8630.8,2776,31.1,309,42,2,3,1,0,0,0,3,16,11123.5,2776,0.67087516,0.01155566,144543938.30568,74180.3720984102
336,54,Norte de Santander,54680,Santiago,6467.1,9745.5,1348,115.5,243,21,3,0,1,3,46,4,5,14,16328.1,1348,0.64329889,0.0140882,176247545.592472,71295.9646758207
337,54,Norte de Santander,54720,Sardinata,74758.2,71298.3,1454.9,1212.7,1562,241,87,36,26,6,28,6,123,10,147269.2,1454.9,2.59633918,0.11907089,1490999124.76965,286683.844165338
338,54,Norte de Santander,54743,Silos,7487.6,22137.6,781.1,1053.9,834,160,46,32,3,1,30,7,87,66,30679.2,781.1,0.88353646,0.02524242,315275471.079555,97653.2991095204
339,54,Norte de Santander,54800,Teorama,31076.8,1237.8,0,2.2,36,2,0,0,0,2,85,0,1,0,32316.8,0,2.51557338,0.07789696,976694674.397583,278632.30856342
340,54,Norte de Santander,54810,Tibú,16264.9,32099.4,6568.9,219.4,1086,83,1,1,9,4,15,3,6,3,48583.7,6568.9,4.03029494,0.22005058,2758770088.74682,447222.18170509
341,54,Norte de Santander,54820,Toledo,130354.4,15916.6,655.3,1870.9,2454,228,14,53,6,5,124,8,54,1,148141.8,655.3,2.10678935,0.12261315,1535602085.52826,241201.452235649
342,54,Norte de Santander,54871,Villa Caro,23733,14592.4,40.3,1445.6,414,3,88,9,2,0,2,0,2,90,39771,40.3,1.19390261,0.03263517,408326953.54227,131153.7868098
343,54,Norte de Santander,54874,Villa del Rosario,2445.9,3016.2,2235,221.7,138,66,8,0,0,0,0,0,1,28,5683.8,2235,0.70081706,0.00762525,95360482.3492282,77424.4465202223
344,52,Nariño,52001,Pasto,48472.8,57317.9,214.7,1954.8,19270,2216,301,76,37,42,121,9,330,430,107745.4,214.7,1.79802855,0.09736303,1206822072.1841,196525.4466346
345,52,Nariño,52019,Albán,161.8,3476.9,73.1,57.8,1648,139,81,16,6,1,17,5,6,91,3696.5,73.1,0.35144805,0.00320737,39763111.7954237,38005.6890601985
346,52,Nariño,52022,Aldana,312.1,4226.9,184.8,38.2,1238,280,42,56,1,0,12,1,21,68,4577.3,184.8,0.4515748,0.00380703,47182171.3835681,49390.0747914281
347,52,Nariño,52036,Ancuyá,268.4,6019.9,87.7,428.4,3048,484,567,136,0,2,15,2,83,208,6716.7,87.7,0.38622789,0.00558055,69165157.2649177,41867.2447109428
348,52,Nariño,52051,Arboleda,390.3,5328.7,168.7,37.4,1599,197,25,6,1,0,1,1,12,74,5756.4,168.7,0.39127065,0.00488175,60513804.5327946,42325.5767317641
349,52,Nariño,52079,Barbacoas,233442.7,35965.5,716.1,1487,3604,34,2,10,2,310,206,1,15,11,270895.2,716.1,3.90729335,0.25326019,3139488142.77723,431456.076378371
350,52,Nariño,52083,Belén,98.7,3020.6,174.7,33.4,495,39,0,1,0,6,10,0,5,29,3152.6,174.7,0.32056198,0.00285305,35364212.0204375,35494.6586365626
351,52,Nariño,52110,Buesaco,24848.8,35045.1,587.8,1432.5,4819,665,126,42,3,47,51,9,235,288,61326.4,587.8,1.23380477,0.05106507,632956772.646306,135252.907232949
352,52,Nariño,52203,Colón,263.4,6015.8,89.8,11,2647,187,86,13,0,1,14,0,52,32,6290.2,89.8,0.45798352,0.00496004,61486230.5837671,49696.9044317293
353,52,Nariño,52207,Consaca,5899.3,5950.3,92.2,92.8,3169,288,131,31,9,2,11,4,25,128,11942.5,92.2,0.46750036,0.00984433,122006735.467067,51599.0402587043
354,52,Nariño,52210,Contadero,128,3953.8,51.7,67,1506,586,78,64,2,2,9,4,13,151,4148.8,51.7,0.33001629,0.0033901,42015574.8229758,35624.3378669693
355,52,Nariño,52215,Córdoba,17794.9,11692.3,4.1,771.8,6279,671,238,58,80,4,164,309,128,238,30259,4.1,1.04313226,0.02157941,267440226.72855,114242.146260984
356,52,Nariño,52224,Cuaspud,250.7,5205.9,87.1,18.3,1735,543,26,752,0,0,15,1,12,74,5474.9,87.1,0.41292216,0.00458073,56765110.9508936,45090.7337132626
357,52,Nariño,52227,Cumbal,74482.4,29079.5,172.2,1982.1,2410,170,7,2386,4,9,1270,1,27,679,105544,172.2,1.16463764,0.04752177,588972270.426955,128673.107442723
358,52,Nariño,52233,Cumbitara,5619.9,27473.8,1071.1,614.2,1494,139,10,8,3,1,24,2,13,4,33707.8,1071.1,1.16085264,0.02800316,347183397.959798,128489.480404166
359,52,Nariño,52240,Chachagüí,264,8176.1,5741.4,43.6,1157,92,24,9,3,2,16,0,22,48,8483.6,5741.4,0.78610347,0.01171068,145170431.843866,84876.8256330074
360,52,Nariño,52250,El Charco,176023.7,44252.8,1.3,27205.6,1740,58,3,24,4,1,1318,95,84,1,247482.1,1.3,4.01278095,0.19523644,2421126516.26443,444488.943566516
361,52,Nariño,52254,El Peñol,344.4,11452.7,42.6,42.4,1686,135,266,11,2,7,50,1,13,180,11839.5,42.6,0.54482682,0.00969724,120214109.557362,59478.9139889418
362,52,Nariño,52256,El Rosario,51760.3,364.5,0.2,100.1,1344,115,9,19,5,4,14,1,13,1,52224.9,0.2,1.39477906,0.0427862,530507150.198158,153843.605164388
363,52,Nariño,52258,El Tablón de Gómez,12978,11775.3,87.4,534.1,3181,127,210,14,9,5,17,248,245,151,25287.4,87.4,0.83023757,0.02441183,302597153.971402,90751.7106590805
364,52,Nariño,52260,El Tambo,1560.6,22385.4,224.5,261.3,3863,487,145,44,6,14,58,10,86,179,24207.3,224.5,0.831805,0.02016199,249934715.437535,90348.5925138595
365,52,Nariño,52287,Funes,28370.8,7236.6,589.7,49.3,2725,490,389,31,0,14,15,4,17,109,35656.6,589.7,1.25557351,0.02596432,321793614.101715,137861.164865451
366,52,Nariño,52317,Guachucal,4676.8,9162.8,450.3,941.9,2751,233,6,41,6,4,6,1,14,626,14781.5,450.3,0.74794837,0.01259575,156115766.415101,81005.0180584333
367,52,Nariño,52320,Guaitarilla,315.5,10693.4,192.1,329,2569,654,396,55,2,6,4,3,116,466,11337.8,192.1,0.48805699,0.00930424,115321752.98265,52479.0470022605
368,52,Nariño,52323,Gualmatán,370.2,2398,95.3,30.3,1008,365,86,9,1,5,1,0,132,138,2798.5,95.3,0.24589495,0.00242113,30005991.3804861,26486.8752118906
369,52,Nariño,52352,Iles,626.8,7054.1,96.6,74.9,1663,360,34,58,5,6,11,1,69,33,7755.8,96.6,0.42411713,0.00663803,82277160.3246476,46021.4115941811
370,52,Nariño,52354,Imués,272.7,7162.8,583.8,83.7,1530,321,236,60,13,10,12,3,68,84,7519.2,583.8,0.43124325,0.00661798,82020176.7093828,46284.2480607494
371,52,Nariño,52356,Ipiales,39577,106315.3,233,4378.4,7741,1224,290,179,29,26,46,38,113,498,150270.7,233,2.53169792,0.12526458,1552378996.20762,278561.275896907
372,52,Nariño,52378,La Cruz,3365,14846.9,218.9,279.2,1615,143,272,36,0,1,56,0,55,162,18491,218.9,0.67326229,0.01923562,238466327.595551,73224.348944694
373,52,Nariño,52381,La Florida,574.2,11327.3,1367.3,113.5,3797,496,40,42,9,4,81,9,109,131,12015,1367.3,0.81915386,0.01102069,136604494.614597,89167.7460350311
374,52,Nariño,52385,La Llanada,13290.3,10958.8,192.4,27.1,611,22,0,1,2,1,24,2,0,0,24276.2,192.4,1.26140443,0.02066905,256242412.820039,140052.436841627
375,52,Nariño,52390,La Tola,29755,11054.8,73.9,827.9,863,34,1,144,27,2,634,18,8,5,41637.8,73.9,1.64107399,0.03472832,430744636.118572,181492.304994026
376,52,Nariño,52399,La Unión,376.3,13494.2,455.6,97.4,4707,153,28,36,0,1,6,40,44,99,13968,455.6,0.85940001,0.01226031,151992298.904205,92629.3981874315
377,52,Nariño,52405,Leiva,3569.4,24506.9,956.3,459.3,1796,63,6,3,1,0,13,3,37,9,28535.5,956.3,1.11108071,0.02766139,342980602.133044,121764.594073649
378,52,Nariño,52411,Linares,611.4,12671,25.1,151.7,3700,287,358,45,0,0,10,1,114,46,13434.2,25.1,0.6163917,0.01096557,135917195.000224,67622.4104371535
379,52,Nariño,52418,Los Andes,62271.5,26811.5,5787.7,244,842,33,44,24,12,0,7,0,7,1,89326.9,5787.7,1.35609029,0.03894531,482802489.205637,150297.622600853
380,52,Nariño,52427,Magüi,135210.3,31235.9,8.3,11921.8,851,13,0,9,0,1,805,0,10,2,178368,8.3,2.37026924,0.14164152,1756219573.1385,261548.461009093
381,52,Nariño,52435,Mallama,33711.8,13735.2,1336.8,7792.7,1963,181,12,10,0,4,122,21,33,1,55239.8,1336.8,1.26664915,0.06600033,818028378.814306,140244.358025713
382,52,Nariño,52473,Mosquera,64099.6,8890.8,1.8,3530.2,577,19,4,60,2,1,362,0,13,0,76520.5,1.8,1.37060628,0.06776817,840544187.010578,152513.486701172
383,52,Nariño,52480,Nariño,758.4,1707.5,13.8,41.1,642,76,9,8,0,0,10,1,1,36,2507.1,13.8,0.36811413,0.00401639,49784488.2675114,39956.3466433201
384,52,Nariño,52490,Olaya Herrera,71401.4,25667.4,458.2,2059.7,1261,24,2,0,5,0,1405,0,7,4,99128.4,458.2,1.78859972,0.07888264,978307585.052928,198225.274390145
385,52,Nariño,52506,Ospina,218.3,4992,265.8,742.9,1366,318,146,23,0,12,14,4,208,74,5953.2,265.8,0.34767466,0.00524826,65042015.2947567,37486.9096199182
386,52,Nariño,52520,Francisco Pizarro,33354.6,17892.2,185.7,3338.2,1237,8,0,0,0,0,526,0,4,4,54585,185.7,1.40346041,0.0536008,664690111.099712,155741.811055711
387,52,Nariño,52540,Policarpa,29275.4,12741.4,1118.4,17.8,1120,74,12,4,4,13,377,0,41,1,42034.7,1118.4,1.16664361,0.03576657,443387446.184359,129328.082070859
388,52,Nariño,52560,Potosí,9496.8,24342.1,437,2488.2,1477,262,251,57,9,6,8,182,14,131,36327.1,437,1.1223272,0.03010644,373114685.906148,123011.640605111
389,52,Nariño,52565,Providencia,488.8,3279,73.2,16.1,1543,119,42,31,3,4,20,1,1,34,3783.8,73.2,0.372259,0.00314705,39002551.2689828,39802.1514219418
390,52,Nariño,52573,Puerres,19770.1,12667.6,1004.4,112.9,2112,666,143,38,5,7,15,1,41,168,32550.6,1004.4,1.15195878,0.03154398,390931760.507775,126547.526446305
391,52,Nariño,52585,Pupiales,499.8,11657.3,354.4,285.8,3955,1081,173,61,25,9,12,11,59,128,12442.9,354.4,0.60808805,0.01049249,130040393.51476,65631.8583257379
392,52,Nariño,52612,Ricaurte,103041.3,400.6,9.3,2196.6,1477,90,7,2,2,0,2460,1,21,5,105638.5,9.3,1.9728285,0.09050655,1121812391.39265,219403.595561891
393,52,Nariño,52621,Roberto Payán,114622.4,23464.8,6.4,6452.1,1786,35,0,1,0,5,977,0,9,4,144539.4,6.4,2.06942085,0.10646567,1320019657.50187,228370.702107453
394,52,Nariño,52678,Samaniego,24656.1,33667,1544.5,666.4,8675,984,231,59,86,7,34,449,51,6,58989.5,1544.5,1.79984128,0.06277484,778127332.854498,198140.683713206
395,52,Nariño,52683,Sandoná,238.8,9149.8,177.4,125,5429,358,83,23,3,3,20,3,87,74,9513.6,177.4,0.48364091,0.00819085,101523165.843293,53369.4212462791
396,52,Nariño,52685,San Bernardo,1367,4854.9,46.6,119.6,1654,275,23,10,1,1,0,1,17,5,6341.5,46.6,0.44997228,0.00510142,63241542.8105665,49378.8755038673
397,52,Nariño,52687,San Lorenzo,1187,21406.6,1676.6,410.1,4096,332,149,33,1,10,26,3,29,139,23003.6,1676.6,0.80211063,0.02014086,249684917.331376,86627.2260217761
398,52,Nariño,52693,San Pablo,607,9876.9,686.1,57.5,3442,193,37,13,20,5,10,5,14,58,10541.3,686.1,0.50009367,0.00894949,110956447.14598,54246.3517251686
399,52,Nariño,52694,San Pedro de Cartago,234,4967.5,426.6,58.1,1310,60,24,13,1,4,4,5,63,40,5259.6,426.6,0.37759803,0.00452194,56052386.2004399,40812.0055491504
400,52,Nariño,52696,Santa Bárbara,78796.7,39152.3,1271.3,2331.3,1100,12,3,4,2,3,548,369,55,0,120280.3,1271.3,2.253633,0.10542229,1307494680.55518,250176.413461154
401,52,Nariño,52699,Santacruz,50890,1881.7,4.8,1512.3,1516,121,13,24,4,7,31,1294,19,2,54284,4.8,1.10432619,0.03465262,429515976.598849,121256.757529881
402,52,Nariño,52720,Sapuyes,662.8,10188.9,78.7,50.1,1323,209,23,74,11,0,9,3,9,71,10901.7,78.7,0.67331648,0.00934622,115832347.423503,72283.0318796171
403,52,Nariño,52786,Taminango,423.6,21452.5,886.2,258.7,4065,853,144,11,3,31,76,14,200,397,22134.8,886.2,0.66005484,0.01895849,235017493.630352,72649.0267875143
404,52,Nariño,52788,Tangua,1530.4,11722.4,7273.2,175.6,3850,376,70,3,2,1,31,6,109,15,13428.5,7273.2,0.78404329,0.01688744,209228685.398008,84222.7080454799
405,52,Nariño,52835,San Andres de Tumaco,187782.7,161185.7,1297,7114.2,5728,108,8,68,3,4,7187,4,129,6,356082.6,1297,5.23970705,0.30436227,3773210727.35803,577669.857903398
406,52,Nariño,52838,Túquerres,2976.2,13842.3,2926.5,649.4,3580,588,106,35,3,4,17,8,99,304,17467.9,2926.5,0.81996214,0.01778325,220425973.551419,87532.4591826515
407,52,Nariño,52885,Yacuanquer,1088.9,8608.8,177.5,149.3,2184,232,149,19,3,1,4,2,54,53,9847,177.5,0.44343176,0.00819855,101623494.839753,48882.1057313952
408,50,Meta,50001,Villavicencio,19904,85635.8,16687.2,3324,2162,396,32,15,27,3,14,3,87,55,108863.8,16687.2,2.15956459,0.10691225,1328228966.04457,238524.639296979
409,50,Meta,50006,Acacías,24117.2,79296.5,5958,3650.1,886,89,6,1,0,7,1,1,64,56,107063.8,5958,2.0919176,0.09128836,1134013303.20595,231970.420967259
410,50,Meta,50110,Barranca de Upía,4011.4,38005.3,1235.1,157.5,251,29,0,0,2,0,4,0,0,5,42174.1,1235.1,1.334115,0.03447283,428539089.822363,147114.612123398
411,50,Meta,50124,Cabuyaro,5778.2,77444.6,5658.5,1034.4,396,56,1,0,0,4,2,0,39,4,84257.2,5658.5,2.0641386,0.07425721,922806979.804626,228480.721713541
412,50,Meta,50150,Castilla La Nueva,7516.3,39797.4,237.8,730.8,431,51,0,1,1,0,3,0,3,76,48044.4,237.8,1.36347848,0.0411361,510883507.860688,151102.15774224
413,50,Meta,50223,Cubarral,73173.8,44973.6,755.8,426.6,595,22,0,0,0,0,1,1,4,58,118574.1,755.8,2.0859569,0.09311224,1156397681.29957,231162.613756798
414,50,Meta,50226,Cumaral,12035,45909.4,1957.7,539.3,740,115,4,8,0,0,10,0,7,47,58483.6,1957.7,1.94496042,0.05033826,625498450.783652,213442.91259651
415,50,Meta,50245,El Calvario,10379.4,15999.4,518.7,69.7,597,40,1,12,8,1,8,1,46,44,26448.4,518.7,0.80269825,0.02277579,283056102.432587,88411.7729815575
416,50,Meta,50251,El Castillo,14284.2,32711.2,1820.8,476.5,1028,284,1,9,11,2,22,0,17,69,47471.9,1820.8,1.15789545,0.04658454,578416665.641461,128302.141394299
417,50,Meta,50270,El Dorado,1560.3,8762,418.5,179.1,353,22,3,2,1,2,19,0,9,64,10501.4,418.5,0.43144782,0.00945454,117406705.437978,47712.5085603586
418,50,Meta,50287,Fuente de Oro,5059.9,47969.1,1362.2,985.6,802,236,13,0,4,1,7,0,17,58,54014.6,1362.2,1.25890628,0.04445735,551900515.519091,137684.565437711
419,50,Meta,50313,Granada,1265.9,31103.2,1186,222.7,1589,753,58,2,3,1,15,1,14,17,32591.8,1186,1.07781911,0.02845947,353321213.731319,119030.116597722
420,50,Meta,50318,Guamal,48665.5,13370.1,8.4,248.4,304,19,0,4,0,0,20,0,0,42,62284.1,8.4,1.45980835,0.05022572,623918428.078344,161846.349280907
421,50,Meta,50325,Mapiripán,519908,666136.1,2982.5,5045.5,671,57,3,0,2,0,12,0,36,39,1191089.7,2982.5,8.54748811,0.96950688,12032006094.6176,933164.504160843
422,50,Meta,50330,Mesetas,160993.6,66084.1,353.7,788.6,983,79,4,0,0,0,56,0,29,104,227866.4,353.7,3.76433859,0.16411946,2036886382.70775,415868.466372546
423,50,Meta,50350,La Macarena,593129.2,489279.6,333.3,3506.9,1246,49,5,16,1,0,55,2,20,0,1085915.7,333.3,4.92745763,0.85629164,10618638974.3669,547324.552829082
424,50,Meta,50370,Uribe,508562.7,119972.3,222.6,4761.5,1085,50,2,18,3,3,72,0,17,7,633296.6,222.6,5.0870948,0.55074006,6768782680.36952,538406.436321341
425,50,Meta,50400,Lejanías,48676.5,29752.8,92.9,762.5,1360,181,0,2,3,1,2,0,16,92,79191.8,92.9,1.73536115,0.06564758,815130436.948829,191870.460978374
426,50,Meta,50450,Puerto Concordia,33612.2,87834.7,1339.7,2185.9,947,100,1,4,1,1,10,1,43,0,123632.8,1339.7,2.67772844,0.10262953,1273039005.92985,293213.895443727
427,50,Meta,50568,Puerto Gaitán,491512.4,1136935.2,77829.4,35128,1262,18,0,2,2,2,1046,0,5,72,1663575.6,77829.4,7.84985813,1.40346317,17434636007.4161,861155.049067686
428,50,Meta,50573,Puerto López,98790.9,546362,5423.6,20008.1,1709,135,10,6,1,5,82,3,58,134,665161,5423.6,6.375559,0.50643854,6291497720.82954,701727.528730285
429,50,Meta,50577,Puerto Lleras,28424.1,205901.7,7011.7,9291.7,1099,181,5,12,1,3,6,1,15,65,243617.5,7011.7,3.78820595,0.20869492,2590187031.99182,410727.30624943
430,50,Meta,50590,Puerto Rico,227768.9,112473.5,2798.3,2380.7,209,44,3,0,0,0,0,0,1,6,342623.2,2798.3,3.53571665,0.27796876,3448621700.03577,387562.46278105
431,50,Meta,50606,Restrepo,10105.8,19931.4,253.7,587.2,1422,100,1,13,1,0,5,0,10,69,30624.4,253.7,1.97741105,0.02991204,371702042.575898,216461.825456622
432,50,Meta,50680,San Carlos de Guaroa,12267.9,65751.8,1059.3,825.4,209,17,0,1,0,0,0,0,1,22,78845.1,1059.3,1.65562354,0.06599479,819660115.013111,184061.265964394
433,50,Meta,50683,San Juan de Arama,76319.8,40079.3,125.3,521.9,941,29,1,4,0,0,2,0,21,135,116921,125.3,2.54363775,0.09526319,1182439387.41414,277611.023438352
434,50,Meta,50686,San Juanito,18775.5,5235.6,201.9,46.6,567,38,0,0,0,0,51,0,2,38,24057.7,201.9,0.75408402,0.0175525,218170058.272568,83352.2726092788
435,50,Meta,50689,San Martín,76412.4,517220.6,7402.3,3349.5,1020,114,4,0,1,3,3,1,15,125,596982.5,7402.3,7.38701206,0.53657716,6662117799.55875,802982.206110637
436,50,Meta,50711,Vistahermosa,340600.3,130803.3,7193.2,5211.9,760,72,5,1,1,1,3,0,9,48,476615.6,7193.2,5.86342954,0.41271253,5120625727.98863,643698.487646667
437,47,Magdalena,47001,Santa Marta,145916.5,52398.8,16583.6,15671.5,1762,157,25,3,2,1,200,2,45,38,213986.9,16583.6,3.15745138,0.19428684,2453666654.31779,343411.439952803
438,47,Magdalena,47030,Algarrobo,689.4,32996.5,441,6182.2,386,27,0,2,0,0,24,0,3,30,39868.1,441,1.27851781,0.03355142,422516189.054868,140951.173220082
439,47,Magdalena,47053,Aracataca,114775.7,52110.7,107,15331.9,1093,50,145,6,0,4,352,1,4,43,182218.3,107,2.71079034,0.14417638,1819835251.8549,297289.19285207
440,47,Magdalena,47058,Ariguaní,8778,101220.2,1045.4,533.8,713,43,9,2,0,0,5,1,0,56,110532,1045.4,1.86303872,0.09358699,1177067557.24236,204044.409036482
441,47,Magdalena,47161,Cerro San Antonio,485.8,11825.1,321.7,289,586,14,2,69,0,0,2,0,1,51,12600,321.7,0.90591548,0.01557549,196178954.555177,100758.872188201
442,47,Magdalena,47170,Chibolo,2999.6,32796.2,246.6,17218.4,999,20,3,2,0,2,7,0,60,62,53014.2,246.6,1.21212434,0.04442532,559181130.542825,132672.29966053
443,47,Magdalena,47189,Ciénaga,66285.1,57096.3,2316.8,3276.3,1821,139,5,9,3,3,20,2,101,14,126657.7,2316.8,2.66362814,0.10959766,1383044468.38968,292656.012293345
444,47,Magdalena,47205,Concordia,347.4,9106.5,166.8,342.7,450,45,11,1,0,0,42,0,16,6,9796.6,166.8,0.5397505,0.00907434,114246739.812199,60089.0338787126
445,47,Magdalena,47245,El Banco,943.5,39603.3,8254.9,14989.2,569,80,4,0,0,1,16,47,38,37,55535.9,8254.9,1.63574772,0.06778469,850772960.654035,181477.11900591
446,47,Magdalena,47258,El Piñon,2152.2,48447.8,88,4383.2,1583,82,27,1,2,1,6,0,8,20,54983.3,88,1.2239973,0.04728874,595689152.282601,135157.215264116
